mkoa,wilaya,shule,type,sex
Mtwara,Tandahimba,MAUNDO,ward,mixture
Mtwara,Tandahimba,MCHICHIRA,ward,mixture
Mtwara,Tandahimba,MDIMBA,ward,mixture
Mtwara,Tandahimba,MICHENJELE,ward,mixture
Mtwara,Tandahimba,MIHAMBWE,ward,mixture
Mtwara,Tandahimba,MILONGODI,ward,mixture
Mtwara,Tandahimba,MKONJOWANO,ward,mixture
Mtwara,Tandahimba,MKOREHA,ward,mixture
Mtwara,Tandahimba,MKUNDI,ward,mixture
Mtwara,Tandahimba,MKWITI,ward,mixture
Mtwara,Tandahimba,MNYAWA,ward,mixture
Mtwara,Tandahimba,MWEMINAKI,ward,mixture
Mtwara,Tandahimba,NACHUNYU,ward,mixture
Mtwara,Tandahimba,NAMIKUPA,ward,mixture
Mtwara,Tandahimba,NANDONDE,ward,mixture
Mtwara,Tandahimba,NANHYANGA,ward,mixture
Mtwara,Tandahimba,NAPUTA,ward,mixture
Mtwara,Tandahimba,NGUNJA,ward,mixture
Mtwara,Tandahimba,SALAMA,ward,mixture
Mtwara,Tandahimba,TANDAHIMBA,ward,mixture
Mwanza,Ilemela,BANGWE,ward,mixture
Mwanza,Ilemela,BUPANDWA,ward,mixture
Mwanza,Ilemela,ILIGAMBA,ward,mixture
Mwanza,Ilemela,IRENZA,ward,mixture
Mwanza,Ilemela,ITABULYA,ward,mixture
Mwanza,Ilemela,KAFUNZO,ward,mixture
Mwanza,Ilemela,KAKOBE,ward,mixture
Mwanza,Ilemela,KALEBEZO,ward,mixture
Mwanza,Ilemela,KATWE,ward,mixture
Mwanza,Ilemela,KOME,ward,mixture
Mwanza,Ilemela,LUGATA,ward,mixture
Mwanza,Ilemela,LUSHAMBA,ward,mixture
Mwanza,Ilemela,MAGULUKENDA,ward,mixture
Mwanza,Ilemela,MAISOME,ward,mixture
Mwanza,Ilemela,MIGUKULAMA,ward,mixture
Mwanza,Ilemela,NYAKALIRO,ward,mixture
Mwanza,Ilemela,NYAKASUNGWA,ward,mixture
Mwanza,Ilemela,NYAMADOKE,ward,mixture
Mwanza,Ilemela,NYEHUNGE,ward,mixture
Mwanza,Ilemela,BUGOGWA,ward,mixture
Mwanza,Ilemela,BUJINGWA,ward,mixture
Mwanza,Ilemela,BUSWELU,ward,mixture
Mwanza,Ilemela,BWIRU BOYS,special,male
Mwanza,Ilemela,BWIRU GIRLS,special,female
Mwanza,Ilemela,IBINZA,ward,mixture
Mwanza,Ilemela,IBUNGILO,ward,mixture
Mwanza,Ilemela,KABUHORO,ward,mixture
Mwanza,Ilemela,KANGAYE,ward,mixture
Mwanza,Ilemela,KAYENZE,ward,mixture
Mwanza,Ilemela,KILIMANI,ward,mixture
Mwanza,Ilemela,KILOLELI,ward,mixture
Mwanza,Ilemela,KIRUMBA,ward,mixture
Mwanza,Ilemela,KISEKE,ward,mixture
Mwanza,Ilemela,KISUNDI,ward,mixture
Mwanza,Ilemela,KITANGIRI,ward,mixture
Mwanza,Ilemela,LUKOBE,ward,mixture
Mwanza,Ilemela,LUMALA,ward,mixture
Mwanza,Ilemela,MIHAMA,ward,mixture
Mwanza,Ilemela,MNARANI,ward,mixture
Mwanza,Ilemela,MWINUKO,ward,mixture
Mwanza,Ilemela,NUNDU,ward,mixture
Mwanza,Ilemela,NYAMANORO,ward,mixture
Mwanza,Ilemela,NYASAKA,ward,mixture
Mwanza,Ilemela,PASIANSI,ward,mixture
Mwanza,Ilemela,SANGABUYE,ward,mixture
Mwanza,Ilemela,SHIBULA,ward,mixture
Mwanza,Kwimba,BUJIKU SAKILA,ward,mixture
Mwanza,Kwimba,BUNGULWA,ward,mixture
Mwanza,Kwimba,BUPAMWA,ward,mixture
Mwanza,Kwimba,IGONGWA,ward,mixture
Mwanza,Kwimba,IMALILO,ward,mixture
Mwanza,Kwimba,ISENI,ward,mixture
Mwanza,Kwimba,KIKUBIJI,ward,mixture
Mwanza,Kwimba,KINOJA,ward,mixture
Mwanza,Kwimba,LYOMA,ward,mixture
Mwanza,Kwimba,MALIGISU,ward,mixture
Mwanza,Kwimba,MALYA,ward,mixture
Mwanza,Kwimba,MANTARE,ward,mixture
Mwanza,Kwimba,MHANDE,ward,mixture
Mwanza,Kwimba,MWABOMBA,ward,mixture
Mwanza,Kwimba,MWAGI,ward,mixture
Mwanza,Kwimba,MWAKILYAMBITI,ward,mixture
Mwanza,Kwimba,MWAMALA,ward,mixture
Mwanza,Kwimba,MWAMASHIMBA,ward,mixture
Mwanza,Kwimba,MWANDU,ward,mixture
Mwanza,Kwimba,MWANGHALANGA,ward,mixture
Mwanza,Kwimba,MWANKULWE,ward,mixture
Mwanza,Kwimba,MWASHILALAGE,ward,mixture
Mwanza,Kwimba,NDAMHI,ward,mixture
Mwanza,Kwimba,NELLA,ward,mixture
Mwanza,Kwimba,NGHUNDI,ward,mixture
Mwanza,Kwimba,NGUDU,ward,mixture
Mwanza,Kwimba,NGULLA,ward,mixture
Mwanza,Kwimba,NYAMILAMA,ward,mixture
Mwanza,Kwimba,SUMVE,ward,mixture
Mwanza,Kwimba,TALLO,ward,mixture
Mwanza,Kwimba,WALLA,ward,mixture
Mwanza,Magu,BUJASHI,ward,mixture
Mwanza,Magu,BUKANDWE,ward,mixture
Mwanza,Magu,ITUMBILI,ward,mixture
Mwanza,Magu,KABILA,ward,mixture
Mwanza,Magu,KAHANGARA,ward,mixture
Mwanza,Magu,KANDAWE,ward,mixture
Mwanza,Magu,KINANGO,ward,mixture
Mwanza,Magu,KITUMBA,ward,mixture
Mwanza,Magu,KONGOLO,ward,mixture
Mwanza,Magu,LUBUGU,ward,mixture
Mwanza,Magu,LUGEYE,ward,mixture
Mwanza,Magu,LUMVE,ward,mixture
Mwanza,Magu,LUTALE,ward,mixture
Mwanza,Magu,MAGU,ward,mixture
Mwanza,Magu,MAHAHA,ward,mixture
Mwanza,Magu,MWAMANGA,ward,mixture
Mwanza,Magu,NGHAYA,ward,mixture
Mwanza,Magu,NGWAMABANZA,ward,mixture
Mwanza,Magu,NYANGUGE,ward,mixture
Mwanza,Magu,SHISHANI,ward,mixture
Mwanza,Magu,SUKUMA,ward,mixture
Mwanza,Misungwi,AIMEE MILEMBE,ward,mixture
Mwanza,Misungwi,BUHINGO,ward,mixture
Mwanza,Misungwi,BULEMEJI,ward,mixture
Mwanza,Misungwi,BUSONGO,ward,mixture
Mwanza,Misungwi,IDETEMYA,ward,mixture
Mwanza,Misungwi,IGOKELO,ward,mixture
Mwanza,Misungwi,ILUJAMATE,ward,mixture
Mwanza,Misungwi,ISAKAMAWE,ward,mixture
Mwanza,Misungwi,J MAGUFULI,ward,mixture
Mwanza,Misungwi,KANYELELE,ward,mixture
Mwanza,Misungwi,KASOLOLO,ward,mixture
Mwanza,Misungwi,KOROMIJE,ward,mixture
Mwanza,Misungwi,LUBILI,ward,mixture
Mwanza,Misungwi,MAMAYE,ward,mixture
Mwanza,Misungwi,MAWEMATATU,ward,mixture
Mwanza,Misungwi,MBARIKA,ward,mixture
Mwanza,Misungwi,MISASI,ward,mixture
Mwanza,Misungwi,MISUNGWI,ward,mixture
Mwanza,Misungwi,MWANIKO,ward,mixture
Mwanza,Misungwi,NHUNDULU,ward,mixture
Mwanza,Misungwi,NYABUMHANDA,ward,mixture
Mwanza,Misungwi,PAUL BOMANI,ward,mixture
Mwanza,Misungwi,SANJO,ward,mixture
Mwanza,Misungwi,SHILALO,ward,mixture
Mwanza,Misungwi,SUMBUGU,ward,mixture
Mwanza,Misungwi,BUGARIKA,ward,mixture
Mwanza,Misungwi,BUHONGWA,ward,mixture
Mwanza,Misungwi,BUTIMBA DAY,ward,mixture
Mwanza,Misungwi,CAPRIPOINT,ward,mixture
Mwanza,Misungwi,FUMAGILA,ward,mixture
Mwanza,Misungwi,IGELEGELE,ward,mixture
Mwanza,Misungwi,IGOGO,ward,mixture
Mwanza,Misungwi,IGOMA,ward,mixture
Mwanza,Misungwi,LUCHELELE,ward,mixture
Mwanza,Misungwi,LWANHIMA,ward,mixture
Mwanza,Misungwi,MAHINA,ward,mixture
Mwanza,Misungwi,MAPANGO,ward,mixture
Mwanza,Misungwi,MBUGANI,ward,mixture
Mwanza,Misungwi,MHANDU,ward,mixture
Mwanza,Misungwi,MIRONGO,ward,mixture
Mwanza,Misungwi,MKOLANI,ward,mixture
Mwanza,Misungwi,MKUYUNI,ward,mixture
Mwanza,Misungwi,MLIMANI,ward,mixture
Mwanza,Misungwi,MTONI,ward,mixture
Mwanza,Misungwi,MWANZA,ward,mixture
Mwanza,Misungwi,NGANZA,ward,mixture
Mwanza,Misungwi,NSUMBA,ward,mixture
Mwanza,Misungwi,NYABULOGOYA,ward,mixture
Mwanza,Misungwi,NYAKABUNGO,ward,mixture
Mwanza,Misungwi,NYAKURUNDUMA,ward,mixture
Mwanza,Misungwi,NYAMAGANA,ward,mixture
Mwanza,Misungwi,NYEGEZI,ward,mixture
Mwanza,Misungwi,OLE NJOOLAY,ward,mixture
Mwanza,Misungwi,PAMBA,ward,mixture
Mwanza,Misungwi,SHAMALIWA,ward,mixture
Mwanza,Sengerema,BITOTO,ward,mixture
Mwanza,Sengerema,BUSISI,ward,mixture
Mwanza,Sengerema,BUTONGA,ward,mixture
Mwanza,Sengerema,BUYAGU,ward,mixture
Mwanza,Sengerema,BUZILASOGA,ward,mixture
Mwanza,Sengerema,CHIFUNFU,ward,mixture
Mwanza,Sengerema,IBISABAGENI,ward,mixture
Mwanza,Sengerema,KAHUMULO,ward,mixture
Mwanza,Sengerema,KASUNGAMILE,ward,mixture
Mwanza,Sengerema,KATUNGURU,ward,mixture
Mwanza,Sengerema,KIJUKA,ward,mixture
Mwanza,Sengerema,KILABELA,ward,mixture
Mwanza,Sengerema,KISHINDA,ward,mixture
Mwanza,Sengerema,LUSIKWI,ward,mixture
Mwanza,Sengerema,LWENGE,ward,mixture
Mwanza,Sengerema,MWABALUHI,ward,mixture
Mwanza,Sengerema,MWALIGA,ward,mixture
Mwanza,Sengerema,NGOMA,ward,mixture
Mwanza,Sengerema,NGWELI,ward,mixture
Mwanza,Sengerema,NYAMAHONA,ward,mixture
Mwanza,Sengerema,NYAMATONGO,ward,mixture
Mwanza,Sengerema,NYAMAZUGO,ward,mixture
Mwanza,Sengerema,NYAMPULUKANO,ward,mixture
Mwanza,Sengerema,NYAMTELELA,ward,mixture
Mwanza,Sengerema,NYANCHENCHE,ward,mixture
Mwanza,Sengerema,SENGEREMA,ward,mixture
Mwanza,Sengerema,SIMA,ward,mixture
Mwanza,Sengerema,TABARUKA,ward,mixture
Mwanza,Sengerema,TAMABU,ward,mixture
Mwanza,Sengerema,TUNYENYE,ward,mixture
Mwanza,Ukerewe,BUGUZA,ward,mixture
Mwanza,Ukerewe,BUKANDA,ward,mixture
Mwanza,Ukerewe,BUKIKO,ward,mixture
Mwanza,Ukerewe,BUKINDO,ward,mixture
Mwanza,Ukerewe,BUKONGO,ward,mixture
Mwanza,Ukerewe,BUSANGUMUGU,ward,mixture
Mwanza,Ukerewe,BWIRO,ward,mixture
Mwanza,Ukerewe,BWISYA,ward,mixture
Mwanza,Ukerewe,IGALLA,ward,mixture
Mwanza,Ukerewe,IRUGWA,ward,mixture
Mwanza,Ukerewe,KAKEREGE,ward,mixture
Mwanza,Ukerewe,LUGONGO,ward,mixture
Mwanza,Ukerewe,MIBUNGO,ward,mixture
Mwanza,Ukerewe,MUKITUNTU,ward,mixture
Mwanza,Ukerewe,MUMBUGA,ward,mixture
Mwanza,Ukerewe,MURITI,ward,mixture
Mwanza,Ukerewe,NAKATUNGURU,ward,mixture
Mwanza,Ukerewe,NAKOZA,ward,mixture
Mwanza,Ukerewe,NAMAGONDO,ward,mixture
Mwanza,Ukerewe,NANSIO,ward,mixture
Mwanza,Ukerewe,NDURUMA,ward,mixture
Mwanza,Ukerewe,NYAMANGA,ward,mixture
Mwanza,Ukerewe,PIUS MSEKWA,ward,mixture
Njombe,Ludewa,CHIEF KIDULILE,ward,mixture
Njombe,Ludewa,IKOVO,ward,mixture
Njombe,Ludewa,KAYAO,ward,mixture
Njombe,Ludewa,KETEWAKA,ward,mixture
Njombe,Ludewa,LUANA,ward,mixture
Njombe,Ludewa,LUGARAWA,ward,mixture
Njombe,Ludewa,MADILU,ward,mixture
Njombe,Ludewa,MADUNDA,ward,mixture
Njombe,Ludewa,MAKONDE,ward,mixture
Njombe,Ludewa,MANDA,ward,mixture
Njombe,Ludewa,MAVALA,ward,mixture
Njombe,Ludewa,MAVANGA,ward,mixture
Njombe,Ludewa,MCHUCHUMA,ward,mixture
Njombe,Ludewa,MT LIVINGSTONE,ward,mixture
Njombe,Ludewa,MT MASUSA,ward,mixture
Njombe,Ludewa,MUNDINDI,ward,mixture
Njombe,Ludewa,ULAYASI,ward,mixture
Njombe,Makete,DEO SANGA,ward,mixture
Njombe,Makete,KIPAGAMO,ward,mixture
Njombe,Makete,KITANDILILO,ward,mixture
Njombe,Makete,LYAMKENA,ward,mixture
Njombe,Makete,MAGUVANI,ward,mixture
Njombe,Makete,MAHONGOLE,ward,mixture
Njombe,Makete,MAKAMBAKO,ward,mixture
Njombe,Makete,MLOWA,ward,mixture
Njombe,Makete,MTIMBWE,ward,mixture
Njombe,Makete,MUKILIMA,ward,mixture
Njombe,Makete,IKUWO,ward,mixture
Njombe,Makete,IPELELE,ward,mixture
Njombe,Makete,IPEPO,ward,mixture
Njombe,Makete,ISAPULANO,ward,mixture
Njombe,Makete,IWAWA,ward,mixture
Njombe,Makete,KINYIKA,ward,mixture
Njombe,Makete,KIPAGALO,ward,mixture
Njombe,Makete,KITULO,ward,mixture
Njombe,Makete,LUPALILO,ward,mixture
Njombe,Makete,LUPILA,ward,mixture
Njombe,Makete,MAKETE GIRLS,special,female
Njombe,Makete,MANGOTO,ward,mixture
Njombe,Makete,MATAMBA,ward,mixture
Njombe,Makete,MBALATSE,ward,mixture
Njombe,Makete,MLONDWE,ward,mixture
Njombe,Makete,MT CHAFUKWE,ward,mixture
Njombe,Makete,MWAKAVUTA,ward,mixture
Njombe,Makete,UKWAMA,ward,mixture
Njombe,Makete,USILILO,ward,mixture
Njombe,Njombe,IDAMBA,ward,mixture
Njombe,Njombe,IKUNA,ward,mixture
Njombe,Njombe,ITIPINGI,ward,mixture
Njombe,Njombe,J M MAKWETA,ward,mixture
Njombe,Njombe,KIDEGEMBYE,ward,mixture
Njombe,Njombe,LUPEMBE,ward,mixture
Njombe,Njombe,MANYUNYU,ward,mixture
Njombe,Njombe,MFRIGA,ward,mixture
Njombe,Njombe,MULUNGA,ward,mixture
Njombe,Njombe,NINGA,ward,mixture
Njombe,Njombe,SOVI,ward,mixture
Njombe,Njombe cbd,ANNE MAKINDA,ward,mixture
Njombe,Njombe cbd,KIFANYA,ward,mixture
Njombe,Njombe cbd,LUHOLOLO,ward,mixture
Njombe,Njombe cbd,MABATINI,ward,mixture
Njombe,Njombe cbd,MAHEVE,ward,mixture
Njombe,Njombe cbd,MATOLA,ward,mixture
Njombe,Njombe cbd,MBEYELA,ward,mixture
Njombe,Njombe cbd,MGOLA,ward,mixture
Njombe,Njombe cbd,MPECHI,ward,mixture
Njombe,Njombe cbd,NJOMBE,ward,mixture
Njombe,Njombe cbd,ULIWA,ward,mixture
Njombe,Njombe cbd,UWEMBA,ward,mixture
Njombe,Njombe cbd,VIZIWI NJOMBE,ward,mixture
Njombe,Njombe cbd,YAKOBI,ward,mixture
Njombe,Wanging'ombe,IGIMA,ward,mixture
Njombe,Wanging'ombe,IGOSI,ward,mixture
Njombe,Wanging'ombe,IGWACHANYA,ward,mixture
Njombe,Wanging'ombe,ILEMBULA,ward,mixture
Njombe,Wanging'ombe,KIJOMBE,ward,mixture
Njombe,Wanging'ombe,LUDUGA,ward,mixture
Njombe,Wanging'ombe,MAKOGA,ward,mixture
Njombe,Wanging'ombe,MARIA NYERERE,ward,mixture
Njombe,Wanging'ombe,MOUNT KIPENGERE,ward,mixture
Njombe,Wanging'ombe,PHILIP MANGULA,ward,mixture
Njombe,Wanging'ombe,SAJA,ward,mixture
Njombe,Wanging'ombe,THOMAS NYIMBO,ward,mixture
Njombe,Wanging'ombe,ULEMBWE,ward,mixture
Njombe,Wanging'ombe,USUKA,ward,mixture
Njombe,Wanging'ombe,WANGINGOMBE,ward,mixture
Njombe,Wanging'ombe,WANIKE,ward,mixture
Rukwa,Kalambo,CHISENGA,ward,mixture
Rukwa,Kalambo,KALAMBO,ward,mixture
Rukwa,Kalambo,KALEMBE,ward,mixture
Rukwa,Kalambo,KANYELE,ward,mixture
Rukwa,Kalambo,KASANGA,ward,mixture
Rukwa,Kalambo,KATAZI,ward,mixture
Rukwa,Kalambo,MACHINDA,ward,mixture
Rukwa,Kalambo,MAMBWE,ward,mixture
Rukwa,Kalambo,MATAI,ward,mixture
Rukwa,Kalambo,MSANZI,ward,mixture
Rukwa,Kalambo,MWAZYE,ward,mixture
Rukwa,Kalambo,MWIMBI,ward,mixture
Rukwa,Kalambo,NAMEMA,ward,mixture
Rukwa,Kalambo,ULUNGU,ward,mixture
Rukwa,Kalambo,ZENGWA,ward,mixture
Rukwa,Nkasi,CHALA,ward,mixture
Rukwa,Nkasi,ISALE,ward,mixture
Rukwa,Nkasi,KABWE,ward,mixture
Rukwa,Nkasi,KALA,ward,mixture
Rukwa,Nkasi,KATE,ward,mixture
Rukwa,Nkasi,KIPANDE,ward,mixture
Rukwa,Nkasi,KIPILI,ward,mixture
Rukwa,Nkasi,KIRANDO,ward,mixture
Rukwa,Nkasi,KORONGWE,ward,mixture
Rukwa,Nkasi,MASHETE,ward,mixture
Rukwa,Nkasi,MILUNDIKWA,ward,mixture
Rukwa,Nkasi,MKANGALE,ward,mixture
Rukwa,Nkasi,MKOLE,ward,mixture
Rukwa,Nkasi,MKWAMBA,ward,mixture
Rukwa,Nkasi,MTENGA,ward,mixture
Rukwa,Nkasi,NINDE,ward,mixture
Rukwa,Nkasi,NKASI,ward,mixture
Rukwa,Nkasi,NKOMOLO,ward,mixture
Rukwa,Nkasi,NKUNDI,ward,mixture
Rukwa,Nkasi,NTUCHI,ward,mixture
Rukwa,Nkasi,SINTALI,ward,mixture
Rukwa,Nkasi,WAMPEMBE,ward,mixture
Rukwa,Sumbawanga,ILEMBA,ward,mixture
Rukwa,Sumbawanga,KAOZE,ward,mixture
Rukwa,Sumbawanga,KAPENTA,ward,mixture
Rukwa,Sumbawanga,KIKWALE,ward,mixture
Rukwa,Sumbawanga,KIPETA,ward,mixture
Rukwa,Sumbawanga,KWELA,ward,mixture
Rukwa,Sumbawanga,LULA,ward,mixture
Rukwa,Sumbawanga,LUSAKA,ward,mixture
Rukwa,Sumbawanga,MAKUZANI,ward,mixture
Rukwa,Sumbawanga,MAZOKA,ward,mixture
Rukwa,Sumbawanga,MIANGALUA,ward,mixture
Rukwa,Sumbawanga,MILENIA,ward,mixture
Rukwa,Sumbawanga,MPUI,ward,mixture
Rukwa,Sumbawanga,MZINDAKAYA,ward,mixture
Rukwa,Sumbawanga,UCHILE,ward,mixture
Rukwa,Sumbawanga,UNYIHA,ward,mixture
Rukwa,Sumbawanga,VUMA,ward,mixture
Rukwa,Sumbawanga cbd,CHANJI,ward,mixture
Rukwa,Sumbawanga cbd,IPEPA,ward,mixture
Rukwa,Sumbawanga cbd,ITWELELE,ward,mixture
Rukwa,Sumbawanga cbd,KALANGASA,ward,mixture
Rukwa,Sumbawanga cbd,KANDA,ward,mixture
Rukwa,Sumbawanga cbd,KANTALAMBA,ward,mixture
Rukwa,Sumbawanga cbd,KATUMA,ward,mixture
Rukwa,Sumbawanga cbd,KICHEMA,ward,mixture
Rukwa,Sumbawanga cbd,KILIMANI MAWENI,ward,mixture
Rukwa,Sumbawanga cbd,KIZWITE,ward,mixture
Rukwa,Sumbawanga cbd,LUKANGAO,ward,mixture
Rukwa,Sumbawanga cbd,MAFULALA,ward,mixture
Rukwa,Sumbawanga cbd,MAZWI,ward,mixture
Rukwa,Sumbawanga cbd,MBIZI,ward,mixture
Rukwa,Sumbawanga cbd,MHAMA,ward,mixture
Rukwa,Sumbawanga cbd,MTIPE,ward,mixture
Rukwa,Sumbawanga cbd,SUMBAWANGA,ward,mixture
Ruvuma,Mbinga,GUMBIRO,ward,mixture
Ruvuma,Mbinga,IFINGA,ward,mixture
Ruvuma,Mbinga,LIPUPUMA,ward,mixture
Ruvuma,Mbinga,MADABA,ward,mixture
Ruvuma,Mbinga,MAGINGO,ward,mixture
Ruvuma,Mbinga,MAHANJE,ward,mixture
Ruvuma,Mbinga,NGULUMA,ward,mixture
Ruvuma,Mbinga,WINO,ward,mixture
Ruvuma,Mbinga,HAGATI,ward,mixture
Ruvuma,Mbinga,HILELA,ward,mixture
Ruvuma,Mbinga,KIAMILI,ward,mixture
Ruvuma,Mbinga,KIGONSERA,ward,mixture
Ruvuma,Mbinga,KIHANGIMAHUKA,ward,mixture
Ruvuma,Mbinga,KIPOLOLO,ward,mixture
Ruvuma,Mbinga,KITURA,ward,mixture
Ruvuma,Mbinga,LANGIRO,ward,mixture
Ruvuma,Mbinga,LINDA,ward,mixture
Ruvuma,Mbinga,LITEMBO,ward,mixture
Ruvuma,Mbinga,LITUMBANDYOSI,ward,mixture
Ruvuma,Mbinga,LUHAGARA,ward,mixture
Ruvuma,Mbinga,LULI,ward,mixture
Ruvuma,Mbinga,MAGUU,ward,mixture
Ruvuma,Mbinga,MAHILO,ward,mixture
Ruvuma,Mbinga,MATIRI,ward,mixture
Ruvuma,Mbinga,MBINGA GIRLS,special,female
Ruvuma,Mbinga,MBUJI,ward,mixture
Ruvuma,Mbinga,MIKALANGA,ward,mixture
Ruvuma,Mbinga,MIPARU,ward,mixture
Ruvuma,Mbinga,MKAKO,ward,mixture
Ruvuma,Mbinga,MKOHA,ward,mixture
Ruvuma,Mbinga,MKUMBI,ward,mixture
Ruvuma,Mbinga,MKUWANI,ward,mixture
Ruvuma,Mbinga,NAMSWEA,ward,mixture
Ruvuma,Mbinga,NYONI,ward,mixture
Ruvuma,Mbinga,RUANDA,ward,mixture
Ruvuma,Mbinga,UKATA,ward,mixture
Ruvuma,Mbinga,WUKIRO,ward,mixture
Ruvuma,Mbinga,DR A M SHEIN,ward,mixture
Ruvuma,Mbinga,KIKOLO,ward,mixture
Ruvuma,Mbinga,KINDIMBA,ward,mixture
Ruvuma,Mbinga,LUHUWIKO,ward,mixture
Ruvuma,Mbinga,LUSETU,ward,mixture
Ruvuma,Mbinga,MAKITA,ward,mixture
Ruvuma,Mbinga,MBAMBI,ward,mixture
Ruvuma,Mbinga,MBANGAMAO,ward,mixture
Ruvuma,Mbinga,MBINGA,ward,mixture
Ruvuma,Mbinga,MKWAYA,ward,mixture
Ruvuma,Mbinga,NDELA,ward,mixture
Ruvuma,Mbinga,NGWILIZI,ward,mixture
Ruvuma,Namtumbo,KIMOLO,ward,mixture
Ruvuma,Namtumbo,KORIDO,ward,mixture
Ruvuma,Namtumbo,LISIMONJI,ward,mixture
Ruvuma,Namtumbo,LUCHILI,ward,mixture
Ruvuma,Namtumbo,LUEGU,ward,mixture
Ruvuma,Namtumbo,LUKIMWA,ward,mixture
Ruvuma,Namtumbo,LUNA,ward,mixture
Ruvuma,Namtumbo,MAGAZINI,ward,mixture
Ruvuma,Namtumbo,MBUNGA,ward,mixture
Ruvuma,Namtumbo,MGOMBASI,ward,mixture
Ruvuma,Namtumbo,MKOMANILE,ward,mixture
Ruvuma,Namtumbo,MSINDO,ward,mixture
Ruvuma,Namtumbo,MTAKANINI,ward,mixture
Ruvuma,Namtumbo,MWALIKO,ward,mixture
Ruvuma,Namtumbo,NAHIMBA,ward,mixture
Ruvuma,Namtumbo,NAMABENGO,ward,mixture
Ruvuma,Namtumbo,NANUNGU,ward,mixture
Ruvuma,Namtumbo,NARWI,ward,mixture
Ruvuma,Namtumbo,NASULI,ward,mixture
Ruvuma,Namtumbo,PAMOJA,ward,mixture
Ruvuma,Namtumbo,RWINGA,ward,mixture
Ruvuma,Namtumbo,SASAWALA,ward,mixture
Ruvuma,Namtumbo,SELOUS,ward,mixture
Ruvuma,Namtumbo,UTWANGO,ward,mixture
Ruvuma,Nyasa,ENG STELLA MANYANYA,ward,mixture
Ruvuma,Nyasa,KILUMBA,ward,mixture
Ruvuma,Nyasa,KINGERIKITI,ward,mixture
Ruvuma,Nyasa,LIMBO,ward,mixture
Ruvuma,Nyasa,LIPARAMBA,ward,mixture
Ruvuma,Nyasa,LITUHI,ward,mixture
Ruvuma,Nyasa,LUNDO,ward,mixture
Ruvuma,Nyasa,MANGO,ward,mixture
Ruvuma,Nyasa,MBAMBA BAY,ward,mixture
Ruvuma,Nyasa,MONICA MBEGA,ward,mixture
Ruvuma,Nyasa,NGUMBO,ward,mixture
Ruvuma,Nyasa,NYASA,ward,mixture
Ruvuma,Nyasa,ST PAULS,ward,mixture
Ruvuma,Nyasa,TINGI,ward,mixture
Ruvuma,Nyasa,URBERKANT,ward,mixture
Ruvuma,Songea,BARABARANI,ward,mixture
Ruvuma,Songea,DARAJAMBILI,ward,mixture
Ruvuma,Songea,KILAGANO,ward,mixture
Ruvuma,Songea,LIGANGA,ward,mixture
Ruvuma,Songea,LITAPWASI,ward,mixture
Ruvuma,Songea,LUPUNGA,ward,mixture
Ruvuma,Songea,MAGAGURA,ward,mixture
Ruvuma,Songea,MAPOSENI,ward,mixture
Ruvuma,Songea,MATIMIRA,ward,mixture
Ruvuma,Songea,MHALULE,ward,mixture
Ruvuma,Songea,MPITIMBI,ward,mixture
Ruvuma,Songea,MUHUKURU,ward,mixture
Ruvuma,Songea,NALIMA,ward,mixture
Ruvuma,Songea,NAMATUHI,ward,mixture
Ruvuma,Songea,NAMIHORO,ward,mixture
Ruvuma,Songea,NDONGOSI,ward,mixture
Ruvuma,Songea cbd,BOMBAMBILI,ward,mixture
Ruvuma,Songea cbd,CHABRUMA,ward,mixture
Ruvuma,Songea cbd,CHANDARUA,ward,mixture
Ruvuma,Songea cbd,EMMANUEL NCHIMBI,ward,mixture
Ruvuma,Songea cbd,KALEMBO,ward,mixture
Ruvuma,Songea cbd,LIZABONI,ward,mixture
Ruvuma,Songea cbd,LONDONI,ward,mixture
Ruvuma,Songea cbd,LUKALA,ward,mixture
Ruvuma,Songea cbd,LUWAWASI,ward,mixture
Ruvuma,Songea cbd,MASHUJAA,ward,mixture
Ruvuma,Songea cbd,MATARAWE,ward,mixture
Ruvuma,Songea cbd,MATEKA,ward,mixture
Ruvuma,Songea cbd,MATOGORO,ward,mixture
Ruvuma,Songea cbd,MBULANI,ward,mixture
Ruvuma,Songea cbd,MDANDAMO,ward,mixture
Ruvuma,Songea cbd,MFARANYAKI,ward,mixture
Ruvuma,Songea cbd,MLETELE,ward,mixture
Ruvuma,Songea cbd,MSAMALA,ward,mixture
Ruvuma,Songea cbd,RUVUMA,ward,mixture
Ruvuma,Songea cbd,SILI,ward,mixture
Ruvuma,Songea cbd,SONGEA BOYS,special,male
Ruvuma,Songea cbd,SONGEA GIRLS,special,female
Ruvuma,Songea cbd,SUBIRA,ward,mixture
Ruvuma,Songea cbd,ZIMANIMOTO,ward,mixture
Ruvuma,Tunduru,FRANK WESTON,ward,mixture
Ruvuma,Tunduru,KIDODOMA,ward,mixture
Ruvuma,Tunduru,LIGOMA,ward,mixture
Ruvuma,Tunduru,LIGUNGA,ward,mixture
Ruvuma,Tunduru,LUKUMBULE,ward,mixture
Ruvuma,Tunduru,MARUMBA,ward,mixture
Ruvuma,Tunduru,MASONYA,ward,mixture
Ruvuma,Tunduru,MATAKA,ward,mixture
Ruvuma,Tunduru,MATEMANGA,ward,mixture
Ruvuma,Tunduru,MBESA,ward,mixture
Ruvuma,Tunduru,MCHOTEKA,ward,mixture
